rider_id,alloted_orders,delivered_orders,undelivered_orders,lifetime_order_count
20476,11,11,0,7288
18966,0,0,0,6
10130,16,16,0,50
13321,21,21,0,415
18506,36,35,1,665
7720,9,9,0,35
20956,10,10,0,189
14456,0,0,0,11
4815,142,141,3,608
18507,8,8,0,116
5247,30,30,0,577
16587,1,0,0,10
13220,2,2,0,132
15470,8,8,0,62
21537,0,0,0,2953
7282,162,161,1,7970
17037,0,0,0,8
6403,10,10,0,219
5186,85,82,3,175
14133,55,54,1,189
7956,75,73,2,174
3607,103,103,0,646
17897,0,0,0,810
17453,6,6,0,21
9873,67,66,1,470
20872,42,42,0,80
14744,0,0,0,4
17782,32,32,0,1088
12864,0,0,0,7
13521,17,17,0,220
17442,19,19,0,142
1328,125,124,1,4094
10000,51,51,0,181
20594,110,109,1,2424
7912,55,55,0,473
16959,247,246,2,1314
13178,35,35,0,315
11684,117,115,2,1233
19926,75,75,1,402
1647,218,217,2,580
17346,43,43,0,200
10541,67,67,0,323
1944,101,100,2,1009
5538,10,10,0,919
20579,97,97,0,244
20930,42,42,0,50
3012,108,107,1,5424
8648,52,52,0,123
17965,81,80,1,1200
20019,2,2,0,6
16548,49,49,0,109
4325,34,34,0,75
5159,0,0,0,127
16869,3,3,0,239
17441,3,3,0,579
18067,26,26,0,56
4923,102,100,2,176
9338,34,34,0,107
7165,28,28,0,866
14160,238,236,2,2881
19310,56,54,2,984
20348,8,5,3,109
15738,10,10,0,306
12868,56,56,0,397
15174,1,1,0,13
7710,115,112,4,682
3306,9,9,0,100
10868,19,19,0,318
643,482,478,4,907
19573,0,0,0,135
10475,42,42,0,78
15045,218,213,5,1342
20420,25,25,0,568
17145,45,45,0,76
16395,0,0,0,6
14374,123,123,0,679
373,46,46,0,105
31,2,2,0,40
11268,1,1,0,50
17394,7,6,1,78
20921,22,21,1,75
4733,155,155,0,635
13416,40,40,0,662
8937,8,8,0,279
12541,11,11,0,210
14025,0,0,0,2
18632,4,4,0,11
5578,85,85,0,2402
21241,7,7,0,308
3396,105,104,1,514
19082,7,7,0,61
11465,22,22,0,167
18652,69,69,0,420
21405,26,26,0,61
15309,0,0,0,148
17042,29,27,2,1240
10692,83,82,1,278
5503,48,45,3,122
16057,0,0,0,85
17103,13,13,0,349
16265,0,0,0,51
3693,131,130,1,546
10697,51,50,1,289
856,53,53,0,205
5335,20,20,0,31
3519,68,68,0,676
16979,58,58,0,256
18625,2,2,0,16
1864,242,241,1,2185
12039,25,25,0,333
6442,12,12,0,989
20049,6,6,0,36
8029,95,95,0,469
8735,25,25,0,4651
8535,95,93,2,278
17715,8,8,0,94
19133,18,18,0,146
21305,55,55,0,2425
10923,88,87,2,1482
621,0,0,0,298
17458,119,119,0,1315
21126,10,10,0,161
3623,54,52,2,81
1382,262,262,1,450
20150,0,0,0,12
4460,91,91,1,272
20177,3,3,0,6
10191,115,114,2,220
1937,36,36,0,450
11747,83,81,2,758
7398,97,96,2,281
14402,6,6,0,190
14244,2,1,1,201
7961,47,46,1,99
1592,29,29,0,50
16139,9,9,0,12
5189,47,47,0,165
12571,28,28,0,160
17822,63,63,0,118
19783,3,3,0,14
3886,37,36,1,49
12201,68,67,1,424
16435,0,0,0,4
15832,204,202,2,878
2600,3,3,0,89
4963,55,55,0,462
4376,1,1,0,11
8232,62,61,1,321
15811,99,99,1,537
13092,3,3,0,80
10862,46,45,1,873
19625,144,144,0,397
6845,37,36,1,92
10485,21,21,0,74
1052,262,260,2,836
13009,24,23,1,306
9622,25,25,0,159
3288,80,79,1,375
65,276,272,4,1504
6420,6,6,0,179
693,131,131,1,2471
13102,0,0,0,24
2138,36,36,0,6832
20462,0,0,0,1
14639,82,81,1,945
14064,91,90,1,1521
20325,77,72,5,343
119,186,185,1,2443
10062,177,176,4,933
2473,103,103,1,349
1834,74,73,1,323
8653,6,6,0,52
16449,8,7,1,504
21094,2,2,0,22
2930,27,27,0,81
10396,36,36,0,101
4117,54,52,2,1779
20911,13,13,0,581
11865,5,5,0,130
8149,59,58,1,155
12361,53,53,0,87
19401,7,5,2,6
6907,72,69,4,279
4879,122,122,0,850
10104,113,113,0,5085
4521,140,139,1,215
15561,2,2,0,63
19358,1,1,0,505
8330,73,72,1,149
1820,106,105,1,196
9317,73,71,2,213
4529,212,211,1,3451
7811,7,7,0,36
12938,197,196,1,784
10470,88,88,0,584
12551,12,12,0,852
17203,0,0,0,313
5960,64,64,0,1034
8429,103,103,1,357
3347,59,58,1,1247
14062,283,283,0,818
3055,43,43,0,1859
1943,201,200,1,1108
19510,6,6,0,114
8099,109,107,3,369
1568,117,115,2,929
12419,10,8,2,95
12922,69,68,1,1759
21518,7,7,0,92
19036,0,0,0,6
6045,108,104,4,595
5125,82,82,0,170
3157,51,51,0,4981
20406,1,1,0,104
9519,28,27,1,120
5483,93,92,1,573
19886,32,31,1,169
12507,16,16,0,6009
16867,3,3,0,7
123,20,20,0,1169
18737,40,39,1,3014
9505,75,74,1,624
18759,18,17,1,51
492,346,345,1,442
6667,191,190,1,285
19265,0,0,0,1
3967,44,43,1,113
17559,0,0,0,6
1072,12,12,0,117
10808,7,7,0,68
10724,90,90,0,281
248,110,109,1,894
15601,178,178,0,336
15216,6,6,0,17
11050,61,61,0,287
49,22,22,0,211
11421,32,32,0,1867
13707,36,35,1,178
12242,110,110,0,217
16001,0,0,0,327
19220,7,7,0,103
9239,47,46,1,235
15465,2,2,0,39
19480,21,19,2,1781
11369,152,152,0,1027
12109,47,46,1,289
20282,14,14,0,134
17231,3,1,2,101
10658,16,16,0,218
19549,0,0,0,11
2021,37,37,0,784
19906,15,13,2,361
6587,170,170,0,2409
5987,186,183,3,2506
20845,152,151,1,486
17078,4,4,0,87
17225,70,69,1,1129
19659,0,0,0,74
6887,46,46,0,135
14354,0,0,0,30
6342,66,66,0,99
19360,0,0,0,15
17281,5,5,0,46
7806,42,41,2,418
1683,159,159,1,1800
4288,165,165,1,532
21300,0,0,0,338
10997,94,94,1,672
15321,6,6,0,71
19319,5,5,0,11
5397,27,26,1,71
18346,281,280,1,330
8775,40,39,1,60
8371,22,22,0,204
21037,0,0,0,1
5906,58,58,0,799
4803,95,95,0,188
15308,24,23,1,612
16629,10,10,0,385
13901,0,0,0,34
4980,143,142,1,691
1348,109,109,0,2219
9762,126,125,1,685
20954,9,9,0,74
17863,27,27,0,58
17527,17,17,0,56
7381,30,28,2,393
18578,42,42,0,185
16452,1,1,0,41
17600,6,6,0,1101
3652,21,21,0,47
13180,115,114,1,2985
12261,8,8,0,95
11539,111,108,3,1460
14124,0,0,0,0
18497,14,14,0,1791
4977,38,38,0,482
1433,142,141,1,2643
18387,27,27,0,36
4677,38,38,0,261
10447,94,93,3,1331
19934,80,80,0,4633
12167,11,11,0,39
14313,89,88,1,239
8868,14,13,1,217
18269,1,1,0,119
18005,116,116,0,922
125,146,146,1,394
14717,49,48,1,418
3985,56,54,2,176
1426,360,358,2,7284
43,42,42,0,448
1308,10,10,0,719
3237,221,220,2,359
17857,23,23,1,72
14644,90,90,0,462
14003,6,6,0,771
18222,6,6,0,49
3214,16,16,0,165
13812,106,105,1,754
16289,8,8,0,56
14076,2,2,0,3
10683,34,33,1,416
3619,40,40,0,386
3193,25,24,1,280
9740,0,0,0,33
13291,0,0,0,20
8322,61,59,3,642
14409,54,53,1,326
1533,35,34,1,1087
3836,25,25,0,51
7734,67,66,1,310
19660,1,1,0,50
5006,72,71,2,465
9589,245,245,0,551
1416,249,249,0,887
12455,64,63,1,177
11266,16,16,0,152
3712,47,47,0,709
11554,81,81,0,1979
21047,33,33,0,316
2991,28,28,0,813
11611,9,9,0,433
1576,81,81,0,1853
17537,30,27,3,57
18541,11,11,0,1146
12873,393,390,3,742
5127,97,96,1,746
4142,0,0,0,3
18304,11,11,0,19
18414,205,203,2,548
4614,93,93,2,304
4878,219,218,1,508
14564,103,103,0,610
7283,25,25,0,79
2419,138,136,2,2728
5433,190,190,0,540
21190,240,240,0,414
10576,74,73,1,349
2301,109,109,0,2975
3566,97,96,1,191
18666,0,0,0,65
2068,62,62,0,173
16467,21,20,1,1267
18168,0,0,0,10
14024,53,53,0,121
16670,137,135,2,333
8328,66,66,0,257
1163,181,179,2,548
11607,6,6,0,552
4800,7,7,0,426
20311,9,9,0,163
12388,0,0,0,50
10602,19,17,2,119
363,216,212,4,821
14040,29,29,0,75
5338,88,88,0,167
7236,116,115,1,932
12665,4,4,0,523
11078,45,45,0,76
356,73,73,0,254
2911,0,0,0,82
3988,8,8,0,141
14762,2,2,0,312
19048,2,2,0,39
8620,66,65,1,491
6708,108,106,3,336
142,113,113,0,1102
18953,18,17,1,21
7363,109,108,1,1355
7652,73,72,1,388
12129,101,100,1,425
14432,2,2,0,154
11558,146,145,1,167
10317,82,81,1,499
1212,92,91,1,856
14274,100,100,1,1177
7921,10,10,0,434
3292,0,0,0,640
7802,2,2,0,65
6661,156,155,1,206
17880,28,28,0,57
3328,44,44,0,9742
7025,132,132,0,973
5597,15,15,0,1990
12854,58,58,0,66
623,339,338,1,1028
13628,88,87,1,471
9627,60,60,0,79
6687,2,2,0,472
3182,103,102,1,4616
559,94,93,1,2985
6674,33,33,0,204
20643,12,12,0,22
11176,11,11,0,479
18259,1,1,0,267
3483,65,65,0,369
19161,22,22,0,23
2338,58,56,2,116
17727,0,0,0,1
10751,204,204,0,828
17979,95,95,0,466
12796,363,363,0,526
13781,39,38,1,2656
6402,69,69,0,161
5591,10,10,0,139
17588,25,25,0,154
21327,4,3,1,19
3395,158,158,0,952
405,172,171,1,223
20486,2,2,0,9
14962,16,16,0,56
5983,55,54,1,364
6409,47,47,0,63
15788,112,112,2,5437
9484,3,3,0,38
15097,8,8,0,19
15520,4,4,0,5
16181,10,10,0,284
11402,94,94,0,844
4794,42,41,1,74
10125,76,76,0,299
408,31,31,0,788
4070,22,21,1,230
6006,1,1,0,254
10769,3,3,0,14
12654,0,0,0,679
4134,14,14,0,50
10764,40,40,0,2138
2611,51,48,3,67
18248,72,71,1,633
9908,32,32,0,198
16295,0,0,0,2
15977,0,0,0,11
14896,19,19,0,294
12620,54,54,0,477
2709,200,197,4,586
14217,5,5,0,826
16632,5,5,0,10
6302,187,184,3,228
19182,33,32,1,86
10938,6,6,0,500
9644,82,82,1,281
8052,52,51,1,168
15694,41,41,1,1464
903,37,36,1,2800
1490,231,229,3,2366
20908,0,0,0,234
5077,11,11,0,40
21072,0,0,0,159
18700,2,2,0,356
6207,75,75,0,95
3424,21,21,0,43
16761,37,36,1,313
12052,0,0,0,267
6994,19,19,0,324
15015,26,26,0,960
12452,59,57,2,243
15067,24,24,0,83
13662,9,8,1,79
6941,43,42,1,86
9920,1,1,0,15
18941,0,0,0,13
19904,56,56,0,62
16887,28,27,1,150
774,16,16,0,159
4387,66,65,1,106
6709,84,83,1,386
19711,0,0,0,2
5640,96,95,1,4278
16805,126,126,0,193
16919,0,0,0,1
16329,19,17,2,74
7669,123,121,2,285
7751,77,76,1,591
14082,123,123,0,2378
5544,198,196,3,1689
8308,30,30,0,251
17269,81,81,0,398
11767,31,31,0,119
8949,119,119,0,205
14364,21,21,0,465
2222,87,86,1,435
18471,205,205,0,1187
6489,0,0,0,5
4492,47,47,0,77
3898,11,11,0,31
16238,27,27,0,229
17237,23,21,2,273
1538,50,49,1,513
20473,1,1,0,2
10501,80,80,1,1342
287,142,141,1,446
12355,104,104,1,563
167,22,22,0,40
17491,5,5,0,25
16850,0,0,0,5435
11073,34,34,0,1948
12982,67,64,3,264
1716,158,154,4,2704
8960,70,70,0,95
17589,43,43,0,84
7679,46,46,0,2061
20932,32,32,0,306
3887,120,120,0,1130
9860,22,22,1,172
2458,49,49,0,141
3531,365,364,2,1135
8736,40,39,1,1720
572,61,60,1,250
8539,203,203,0,642
17005,18,16,2,73
8536,39,38,1,81
18251,9,9,0,583
3333,250,248,2,783
7687,18,18,0,36
19407,39,39,0,731
7263,41,41,0,68
6728,82,82,0,1613
13096,66,65,1,271
1946,11,10,1,484
13809,27,27,0,322
869,234,234,1,596
12183,46,46,0,120
15965,7,6,1,23
18517,91,91,0,1464
20797,0,0,0,5
11106,38,38,0,60
11864,5,5,0,23
332,43,43,0,87
3281,18,18,0,119
15103,90,90,0,202
4868,188,187,1,278
885,18,18,0,55
18634,0,0,0,0
19755,118,117,1,153
12984,246,244,2,305
15454,26,26,0,51
5810,199,197,2,390
18328,119,113,7,528
7964,70,69,1,137
11338,38,38,0,139
5514,6,6,0,36
14480,109,107,2,357
13199,18,18,0,5667
16176,7,7,0,104
18229,6,5,1,223
6101,40,40,0,76
7748,19,19,0,694
20345,327,325,2,643
9241,4,4,0,28
6713,121,120,1,392
19553,9,9,0,1154
9487,15,15,0,1234
9607,51,51,0,120
17978,6,6,0,56
11565,108,108,0,483
3181,188,187,1,1308
9410,63,63,0,89
18059,11,11,0,196
17324,1,1,0,250
7581,45,45,0,403
5177,39,39,0,496
14503,31,30,1,103
19747,2,2,0,439
16810,31,26,5,35
19846,0,0,0,1
19923,64,64,0,102
12085,45,45,0,210
169,69,69,0,188
2561,28,28,0,94
10332,0,0,0,67
13116,33,32,1,3383
660,139,136,3,485
16550,0,0,0,43
8652,0,0,0,4819
19125,31,31,0,781
4819,49,48,1,243
16190,48,45,3,98
4450,13,13,0,508
9432,16,15,1,161
3515,109,108,1,1472
3516,98,98,1,873
18843,26,26,0,124
14418,67,67,0,356
19176,14,13,1,76
9810,17,17,0,1076
2362,32,32,0,81
10316,0,0,0,11
9533,111,111,0,283
15782,32,32,0,709
1626,125,123,2,7522
7872,142,141,1,1202
3143,29,26,3,1649
1204,105,104,1,272
8538,73,73,1,2467
4273,139,137,2,624
9277,3,3,0,295
20974,1,1,0,12
9677,19,19,0,488
3188,142,140,2,2087
16673,285,283,4,1370
8064,12,12,0,329
12153,4,4,0,50
1407,265,264,1,477
18195,10,10,0,48
9036,5,5,0,31
18881,11,11,0,777
2158,359,355,4,736
14252,11,11,0,41
12578,26,25,1,699
14479,45,45,0,180
9729,19,19,0,91
10212,2,2,0,20
19457,0,0,0,176
16626,17,16,1,776
19404,7,7,0,14
17742,1,1,0,70
468,8,8,0,20
3323,20,20,0,187
18639,69,68,1,76
12628,2,2,0,12
721,92,91,1,131
4434,79,79,0,312
12422,184,180,4,398
9968,0,0,0,115
11627,90,89,1,3281
15914,0,0,0,9
17050,0,0,0,15
20425,2,0,0,3
1270,93,93,0,255
17674,19,19,0,880
8361,83,82,1,660
15481,0,0,0,2
17087,46,46,0,141
17670,2,1,1,29
11962,249,246,3,303
4758,23,23,0,30
15636,96,95,1,243
13301,13,13,0,27
12816,52,52,0,116
4594,120,120,0,252
6358,149,148,1,1094
10290,26,25,1,194
11970,178,176,2,534
15798,5,5,0,13
11753,16,16,0,123
20760,43,43,0,581
18316,0,0,0,1
10703,59,59,0,3316
14689,105,104,1,211
402,164,163,1,211
17580,149,149,0,184
11732,2,1,1,849
17461,10,10,0,26
21182,5,5,0,82
10730,16,16,0,109
14216,5,5,0,30
14575,54,54,0,364
19636,4,4,0,20
18450,34,34,0,52
2104,93,93,1,5342
9067,79,79,0,1851
19951,0,0,0,2
1391,369,363,6,1790
14243,60,60,0,782
13187,46,43,3,56
10609,0,0,0,1001
17777,4,3,1,66
11966,3,3,0,29
10528,25,24,1,21995
19559,7,7,0,384
8074,91,91,0,449
1222,251,251,0,1883
6832,214,210,5,436
1358,79,78,1,2487
16921,48,48,0,109
19163,106,106,0,738
5115,128,125,3,167
17630,5,5,0,593
6782,243,242,1,294
19894,42,41,1,72
13371,24,24,0,158
14166,14,14,0,46
14366,17,17,0,589
14678,12,12,0,139
13598,4,4,0,16
5129,72,71,1,1585
13377,0,0,0,2
377,4,4,0,101
17944,70,70,0,1665
1360,141,140,1,1629
952,6,6,0,27
11907,110,110,0,1336
21345,19,18,1,133
13011,3,3,0,60
7614,33,33,0,581
3647,109,108,1,1423
7266,75,75,0,115
159,256,254,2,1009
10335,4,3,1,19
12238,9,9,0,50
11307,100,99,1,1434
19843,2,0,0,3182
1394,36,35,1,849
5664,174,173,1,3994
14384,32,32,0,172
3102,12,12,0,387
5821,10,10,0,24
19949,0,0,0,10
18710,0,0,0,73
6780,96,95,1,821
14016,93,93,0,710
13677,122,121,1,291
15589,10,9,1,115
14968,74,74,0,9634
129,42,42,0,623
20655,19,19,0,709
20009,21,21,0,535
16003,0,0,0,965
15962,39,39,0,85
19852,19,18,1,888
5130,200,198,2,222
14293,0,0,0,11
21299,4,4,0,5
9813,75,74,1,225
18637,23,23,0,84
18658,52,52,0,75
2517,59,58,1,334
6586,61,61,0,194
10877,70,70,0,636
21084,1,1,0,894
4404,91,89,3,431
16781,20,19,1,36
7550,96,96,0,1024
7615,166,166,0,317
20587,32,31,1,595
2003,43,43,0,97
330,230,230,0,1906
9561,102,102,1,441
9918,0,0,0,39
19490,4,3,1,133
9140,12,12,0,345
19017,27,27,0,33
17587,0,0,0,0
7065,3,3,0,43
8608,23,23,0,99
7590,102,102,0,1928
18660,7,7,0,61
20235,52,52,0,244
16090,4,4,0,9648
14921,2,2,0,262
20413,19,19,0,78
19777,5,5,0,30
4686,141,141,0,177
11283,393,389,4,2557
7369,0,0,0,2
1404,90,89,2,7137
9217,106,105,2,181
4605,29,29,0,60
3195,81,78,3,220
11563,10,10,0,237
10780,11,11,0,1334
1482,212,208,4,1143
2268,22,21,1,77
10594,13,13,0,82
20210,5,5,0,274
1340,77,77,0,100
18227,11,11,0,63
14146,0,0,0,1
3578,19,19,0,478
10449,23,22,1,174
12771,0,0,0,239
16565,4,4,0,10
19373,7,7,0,16
16085,31,31,0,397
6804,8,8,0,727
7075,0,0,0,5
6185,27,27,0,336
16906,88,86,2,128
10832,41,41,0,340
19181,26,26,0,128
4941,197,195,3,281
2974,177,176,1,426
9664,48,48,0,496
1390,142,142,0,210
8990,73,72,1,160
12078,38,38,0,336
12687,0,0,0,8
19973,0,0,0,2
6535,111,111,0,160
16134,75,71,4,779
8261,18,17,1,707
19753,0,0,0,5
20988,2,2,0,90
212,43,43,0,221
1796,7,7,0,400
21115,200,198,2,283
7353,13,13,0,74
13051,64,63,1,231
15019,96,93,3,227
14360,88,85,3,104
11634,0,0,0,266
13720,7,7,0,756
7337,66,63,3,346
14779,22,22,0,63
6104,93,93,0,213
8982,15,15,0,964
19367,10,10,0,23
13862,283,283,0,465
5275,131,130,1,1657
21356,0,0,0,219
15348,35,35,0,61
12956,166,160,6,340
1423,14,14,0,477
5815,158,158,1,837
17655,34,34,0,89
956,78,77,1,268
14855,17,15,2,28
694,160,160,1,1248
213,42,42,0,791
19695,2,2,0,20
16737,0,0,0,266
21383,29,29,0,283
3637,249,247,3,1216
17440,0,0,0,799
2416,230,229,1,293
19394,6,6,0,91
20386,0,0,0,124
15319,98,98,0,400
14014,26,26,0,52
11803,158,157,1,679
8574,26,26,0,1795
17625,65,63,2,308
13615,83,83,0,451
5479,17,17,0,156
11680,24,23,1,95
1839,236,235,1,1528
10458,21,21,0,51
3095,210,210,1,678
4982,0,0,0,60
18684,33,33,0,155
16098,0,0,0,1
19721,249,249,0,996
19347,20,20,0,185
20907,17,17,0,4934
2256,11,11,0,62
805,120,119,1,228
14464,25,25,0,1566
14475,88,87,1,1041
21425,2,2,0,130
3767,14,13,2,142
8905,77,77,0,168
9756,208,207,1,338
15192,18,18,0,70
1139,9,9,0,19
14813,4,4,0,73
16058,0,0,0,15
16590,70,69,1,201
15317,11,11,0,260
421,16,16,0,885
18866,38,38,0,595
17816,11,11,0,51
17060,72,72,0,414
19601,176,175,1,1225
1498,69,69,0,430
2512,78,78,0,604
18241,132,131,1,259
5911,145,145,1,220
18460,0,0,0,7
1320,4,4,0,43
11255,14,14,0,2480
6337,20,20,0,77
449,126,125,1,175
4184,81,81,0,194
2185,362,361,1,1031
14039,39,37,2,1244
16446,12,12,0,55
4542,126,125,1,1057
4512,125,121,5,252
8303,35,35,0,1315
15685,90,89,1,471
839,356,353,3,1437
8667,14,14,0,29
20950,21,20,1,48
3726,47,46,1,255
4062,86,86,0,846
12926,0,0,0,6
11301,43,43,0,2182
19836,5,5,0,370
1284,8,8,0,44
2922,89,86,3,5264
19562,103,101,2,190
14214,43,43,0,181
5337,47,47,0,109
18956,0,0,0,3
13437,97,96,1,154
19417,3,3,0,997
12822,51,51,0,141
8329,10,10,0,20
18352,20,20,0,346
12859,36,36,0,248
16313,65,63,2,681
19587,49,48,1,61
770,27,25,2,1081
7577,79,79,0,2555
5772,32,32,0,100
6554,5,5,0,25
18513,0,0,0,43
12227,226,224,2,558
10797,33,33,0,1277
2740,6,6,0,954
14422,12,12,0,46
1175,92,91,1,1907
15594,3,1,2,3
16368,54,53,1,557
13928,23,23,0,86
11568,9,9,0,38
20636,20,19,1,65
2686,35,35,0,84
15014,0,0,0,12
8459,87,87,0,864
6377,9,9,0,50
16043,8,8,0,3072
10254,33,33,0,1912
1833,128,128,0,683
14830,0,0,0,9
2025,21,21,0,39
18186,1,1,0,32
5932,74,72,2,421
14271,29,29,0,39
5452,68,68,0,7772
5969,28,28,0,198
19831,26,26,0,547
16686,39,39,0,69
21164,7,7,0,69
2332,40,40,0,175
6154,69,69,0,308
14952,25,25,0,239
17289,5,5,0,80
15779,1,0,0,866
13376,64,64,0,79
19885,22,21,1,213
9151,5,5,0,74
11787,108,108,0,227
18957,0,0,0,1
19008,71,70,1,324
21136,14,14,0,148
5626,160,158,3,1733
9309,62,62,0,75
9089,2,2,0,118
18003,15,15,0,558
19963,116,112,4,312
16314,12,12,0,289
18184,6,6,0,50
15127,23,23,0,285
17025,36,36,0,353
6526,45,45,0,218
10434,55,54,1,320
15395,1,1,0,16
13262,24,24,0,625
9166,25,25,0,88
1239,204,200,4,1084
14889,41,41,0,89
11874,6,6,0,1209
4427,117,116,1,158
9954,12,12,0,49
16600,18,18,0,468
16950,48,47,1,765
9671,56,55,1,147
14353,24,24,0,69
1755,167,167,0,2677
13756,24,24,0,265
2827,309,309,0,601
9955,80,79,1,401
11896,45,44,1,535
18975,27,25,2,664
10226,23,23,0,521
15087,3,3,0,406
21487,15,15,0,101
20616,14,14,0,32
2015,76,76,1,421
19064,0,0,0,2
2630,71,69,3,357
5849,181,179,2,1082
10389,126,126,1,1403
6123,50,50,0,93
1007,134,132,2,282
19425,216,216,0,452
18982,59,58,1,763
11208,9,8,1,4478
18158,0,0,0,490
16441,66,66,0,81
15412,5,5,0,353
5209,276,276,0,404
13337,17,17,0,42
4507,189,189,0,224
13287,2,2,0,169
9628,46,45,1,138
20134,6,6,0,2025
1664,92,91,1,209
2183,184,183,1,324
11857,55,55,1,174
1321,0,0,0,25
18407,6,6,0,37
17512,9,9,0,26
3061,31,31,0,298
16537,9,9,0,19
19285,3,2,1,14
12743,10,10,0,29
20883,0,0,0,7
19902,0,0,0,1
13251,30,30,0,488
18872,129,128,1,2036
8810,233,232,1,2344
13458,98,97,1,131
9327,12,12,0,93
12636,175,175,0,493
12130,79,79,0,149
777,41,41,0,124
15718,0,0,0,106
16103,2,1,1,139
16214,87,87,0,472
9779,33,33,0,427
13837,83,81,2,107
8498,184,183,1,3122
10348,49,49,0,692
2159,228,226,2,3481
8195,50,50,0,156
1679,181,181,0,2031
6429,64,64,0,93
977,205,202,4,337
15100,0,0,0,1531
11658,0,0,0,21
15460,0,0,0,0
18846,0,0,0,52
16755,12,12,0,933
228,395,391,4,488
9499,129,128,1,347
9002,35,35,0,996
14339,47,47,0,642
1629,98,97,1,1924
12790,11,11,0,73
6455,123,121,2,964
14585,122,120,2,515
11125,102,101,2,1994
20072,15,15,2,259
6452,92,91,1,15626
4545,10,10,0,22
4561,78,78,0,270
1708,200,199,1,235
6654,58,58,0,128
5677,38,38,0,181
5842,240,238,2,300
1836,66,66,0,73
17996,1,1,0,3
8191,135,135,0,2741
3884,161,161,2,459
14745,48,48,0,653
9801,48,48,0,688
6281,62,62,0,181
3918,42,40,2,3320
13580,119,117,2,394
379,82,82,0,835
19126,47,47,0,1600
12300,6,6,0,605
10428,10,10,0,74
10735,4,4,0,105
14584,25,25,0,262
12266,7,7,0,125
3196,134,133,1,1045
7794,99,99,0,1289
7465,18,18,0,43
7519,0,0,0,95
6753,16,16,0,47
2171,39,39,0,446
5071,36,35,1,560
20423,14,14,0,53
3212,15,15,0,33
4040,103,100,3,552
19156,0,0,0,3073
10906,57,57,0,509
3467,64,64,0,77
214,63,62,1,627
16186,0,0,0,1
5180,3,3,0,248
2389,193,192,1,1330
4410,49,48,1,730
5106,114,114,0,886
8657,80,80,0,147
4309,7,7,0,172
8744,95,95,0,605
12976,13,13,0,384
16892,1,1,0,5
13016,16,16,0,65
21042,24,24,0,159
11228,11,11,0,240
840,170,170,1,1115
12135,54,54,0,286
17663,49,48,2,124
18826,5,5,2,61
9453,39,39,0,137
15311,28,27,1,1814
19520,12,12,0,53
15938,37,37,0,204
15769,2,0,0,659
7681,201,199,2,258
1780,65,65,0,1445
14489,0,0,0,42
4814,78,78,0,222
14823,22,22,0,1296
6532,99,97,2,251
13907,29,27,2,127
5634,4,4,0,50
13698,6,6,0,18
12237,0,0,0,765
16075,0,0,0,1
17935,10,10,0,678
8070,78,77,1,989
2741,26,24,2,317
14113,18,18,0,499
13429,11,11,0,25
10040,149,148,1,929
7119,74,74,0,132
3524,61,59,2,545
10041,187,186,1,290
13688,17,17,0,50
3111,110,110,0,203
7878,59,58,1,668
8068,58,57,1,1035
11860,92,91,1,302
19132,90,90,0,129
20447,0,0,0,600
3132,17,17,0,104
6899,73,73,0,317
8904,42,42,0,341
4377,145,144,2,2455
19488,64,64,0,74
6419,65,64,1,810
13910,64,62,2,337
10929,36,36,0,324
9405,41,40,1,48
2674,43,42,1,458
6971,80,79,1,986
18178,4,3,1,113
19264,9,8,1,326
11644,28,28,0,92
7601,42,42,0,652
10068,110,108,2,147
15638,11,11,0,12
20225,13,13,0,15
2096,25,25,0,977
9998,0,0,0,491
13902,31,31,0,69
16148,4,2,2,21
5746,54,53,1,140
19428,43,43,0,129
18077,0,0,0,5
19299,1,1,0,1613
1544,124,121,3,2188
16677,1,1,0,83
14500,9,9,0,138
19431,208,207,1,1767
7136,210,208,2,260
7534,34,34,0,100
8026,66,66,0,121
647,14,14,0,81
4141,113,112,1,153
17891,0,0,0,342
3750,38,35,3,307
3562,159,155,4,344
11174,82,82,0,1229
14611,37,36,1,250
10093,19,19,0,28
19694,3,3,0,9
10017,30,29,1,67
11080,156,155,1,337
14481,43,42,1,1036
17562,64,64,0,143
7185,5,4,1,24
14566,23,23,0,460
11097,110,110,0,163
8761,16,15,1,126
20758,348,346,2,1205
5672,120,119,2,851
3832,33,33,0,676
9963,80,77,3,205
9304,109,108,2,3766
15743,50,48,2,316
7215,28,28,0,207
19501,4,4,0,4
2582,124,123,2,3080
13725,34,33,1,532
21406,2,2,0,10
14841,70,69,2,159
14150,134,133,1,665
20087,65,65,0,1285
11345,50,49,1,225
10512,55,55,0,2639
15301,25,25,0,530
9839,118,117,1,1586
15096,37,37,0,503
10715,49,47,2,231
6476,14,14,0,1025
15566,8,8,0,19
9576,117,115,2,246
12509,19,19,0,601
17321,3,3,0,29
1627,134,131,3,1302
17363,0,0,0,6
20683,0,0,0,36
14387,77,77,0,88
13015,151,148,4,1933
18708,0,0,0,5
20219,7,7,0,95
20419,11,11,0,1575
17725,0,0,0,332
626,361,359,2,1139
3634,53,53,0,385
11226,20,20,0,741
12526,28,27,1,74
18622,48,48,0,1007
18160,145,144,1,1074
14259,2,1,1,60
19002,2,2,0,234
4112,135,134,1,460
470,226,222,4,303
4129,127,125,2,969
10347,85,85,0,101
8253,127,126,1,831
8227,50,50,0,403
8132,94,93,1,148
16849,7,7,0,25
19500,4,4,0,22
11891,1,1,0,21
15047,24,24,0,55
